URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://dicom.nema.org/medical/dicom/current/output/chtml/part16/sect_CID_29.html,2025.3.20250714,active,"1.2.840.10008.6.1.19",AcquisitionModality,,"Transitive closure of CID 29 AcquisitionModality","StructureDefinition/profile-ImagingStudy","Internal"
http://hl7.org/fhir/5.0/ValueSet/resource-types,5.0.0,active,"2.16.840.1.113883.4.642.3.27",ResourceType,Resource Types,"Concrete FHIR Resource Types","ConceptMap/R5-resource-map-to-R4","FHIR"
http://hl7.org/fhir/ValueSet/FHIR-version,4.0.1,active,"2.16.840.1.113883.4.642.3.1309",FHIRVersion,FHIRVersion,"All published FHIR Versions.","StructureDefinition/profile-StructureDefinition,StructureDefinition/profile-ImplementationGuide,ConceptMap/Map-R5-FHIR-version-for-R4,StructureDefinition/profile-CapabilityStatement","Internal"
http://hl7.org/fhir/ValueSet/account-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.726",AccountStatus,AccountStatus,"Indicates whether the account is available to be used.","StructureDefinition/profile-Account","Internal"
http://hl7.org/fhir/ValueSet/account-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.728",AccountTypes,Account Types,"This examples value set defines the set of codes that can be used to represent the type of an account.","StructureDefinition/profile-Account","THO (V3)"
http://hl7.org/fhir/ValueSet/action-cardinality-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.807",ActionCardinalityBehavior,ActionCardinalityBehavior,"Defines behavior for an action or a group for how many times that item may be repeated.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-RequestOrchestration-for-RequestGroup","Internal"
http://hl7.org/fhir/ValueSet/action-condition-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.815",ActionConditionKind,ActionConditionKind,"Defines the kinds of conditions that can appear on actions.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-RequestOrchestration-for-RequestGroup","Internal"
http://hl7.org/fhir/ValueSet/action-grouping-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.799",ActionGroupingBehavior,ActionGroupingBehavior,"Defines organization behavior of a group.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-RequestOrchestration-for-RequestGroup","Internal"
http://hl7.org/fhir/ValueSet/action-participant-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.796",ActionParticipantRole,Action participant role,"Either a practitioner role or a relationship type.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-ActivityDefinition",
http://hl7.org/fhir/ValueSet/action-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.811",ActionParticipantType,ActionParticipantType,"The type of participant for the action.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-ActivityDefinition,ConceptMap/Map-R5-action-participant-type-for-R4","Internal"
http://hl7.org/fhir/ValueSet/action-precheck-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.3.805",ActionPrecheckBehavior,ActionPrecheckBehavior,"Defines selection frequency behavior for an action or group.","StructureDefinition/profile-PlanDefinition,StructureDefinition/profile-RequestOrchestration-for-RequestGroup","Internal"
