URL,Version,Status,OIDs,Name,Title,Description,Used
http://cds-hooks.hl7.org/CodeSystem/indicator,5.0.0,draft,,Indicator,CDS Hooks Indicator,"This codesystem captures the indicator codes defined by the CDS Hooks specification. The indicator is included as an element of the cards in a CDS Hooks response and conveys the urgency and/or importance of the information in each card. See [Card Attributes](https://cds-hooks.hl7.org/1.0/#card-attributes) in the CDS Hooks specification for more information.",
http://dicom.nema.org/resources/ontology/DCM,3.0.1,active,,DCM,DICOM Controlled Terminology,"Coded concepts defined in PS 3.16 Digital Imaging and Communications in Medicine (DICOM): Part 16: Content Mapping Resource, Annex D: DICOM Controlled Terminology Definition",
http://healthit.gov/nhin/purposeofuse,2.0,active,,NHINPurposeOfUse,NHIN PurposeOfUse,"This value set is suitable for use with the provenance resource. It is derived from, but not compatible with, the HL7 v3 Purpose of use Code system.",
http://hl7.org/fhir/CodeSystem/additional-binding-purpose,5.0.0,active,,AdditionalBindingPurposeCodes,Additional Binding Purpose Codes,"Additional Binding Purpose",
http://hl7.org/fhir/CodeSystem/administration-subpotent-reason,5.0.0,active,,AdministrationSubPotentReason,Administration SubPotent Reason,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication administration process.",
http://hl7.org/fhir/CodeSystem/biologicallyderivedproductdispense-match-status,5.0.0,active,,BiologicallyDerivedProductDispenseMatchStatus,Biologically derived product dispense - match status,"Biologically derived product dispense - match status",
http://hl7.org/fhir/CodeSystem/biologicallyderivedproductdispense-origin-relationship,5.0.0,active,,BiologicallyDerivedProductDispenseOriginRelationship,Biologically derived product dispense - origin relationship,"Biologically derived product dispense - origin relationship",
http://hl7.org/fhir/CodeSystem/biologicallyderivedproductdispense-performer-function,5.0.0,active,,BiologicallyDerivedProductDispensePerformerFunction,Biologically derived product dispense - performer function,"Biologically derived product dispense - performer function",
http://hl7.org/fhir/CodeSystem/devicedispense-status-reason,5.0.0,active,,DeviceDispenseStatusReasonCodes,DeviceDispense Status Reason Codes,"DeviceDispense Status Reason Codes",
http://hl7.org/fhir/CodeSystem/fhirpath-types,5.0.0,active,,FHIRPathTypesCodeSystem,FHIRPath Types,"Data types defined by FHIRPath and used within the FHIR specification",
